,title,view,like,unlike,comment,date,token2
51,가을 음영 메이크업 ｜다또아,619845,7600,318,986,2016.9.17,"['가을', '메이크업']"
52,판고데기로 여신웨이브 뿌리볼륨 C컬 스트레이트 하는 법｜다또아,396898,3600,237,590,2016.9.5,"['스트레이트', '여신', '볼륨', '고데기', '뿌리', '웨이브']"
53,개기름을 잡아주는 미스트 파우더 미스트 리뷰｜또아리뷰,216875,3400,118,686,2016.8.24,"['또아리', '파우더', '리뷰', '미스트', '개기름']"
54,중국 출장 메이크업 같이 준비해요 - Get Ready With Me｜다또아,1465981,11000,465,1252,2016.8.14,"['출장', '준비', '중국', '메이크업']"
55,[ASMR 메이크업] 핑크빔 데일리 메이크업｜다또아,759407,6700,1500,2594,2016.8.11,"['핑크', '데일리', '메이크업']"
56,방수가 되는 쿠션 쉬드엘 방수쿠션 리뷰｜또아리뷰,287522,2600,172,718,2016.8.5,"['리뷰', '또아리', '쿠션', '방수']"
57,다또아 생일파티 메이크업 같이 준비해요 - Get Ready With Me｜다또아,921819,8500,416,1298,2016.8.2,"['준비', '생일', '메이크업', '파티']"
58,머리를 3분만에 말려준다고 3분장갑 구매 후기 | 또아리뷰,435542,3000,188,736,2016.7.22,"['분만', '후기', '또아리', '구매', '머리', '장갑']"
59,에뛰드X웨딩피치 헤어틴트 리뷰 + 셀프투톤 후기 | 또아리뷰,1282633,11000,552,1905,2016.7.19,"['후기', '또아리', '리뷰', '피치', '헤어', '셀프', '틴트', '웨딩']"
60,기초부터 올로드샵 데일리 메이크업 같이 준비해요 - Get Ready With Me | 다또아,5038041,59000,21000,3978,2016.7.15,"['기초', '메이크업', '로드', '데일리', '준비']"
61,SNS 핫템 빗고데기 (NASV 뷰티스타) 리뷰 | 또아리뷰,459866,2900,238,862,2016.7.13,"['스타', '고데기', '또아리', '뷰티']"
62,[ENG] SNS핫템 픽싱쿠션 vs 리얼 파우더 쿠션 비교 리뷰 | 또아리뷰,454798,3300,217,926,2016.7.8,"['비교', '또아리', '파우더', '쿠션', '리얼', '리뷰']"
63,[ENG] 다또아 화장대 공개3 - Vanity Tour +  NEW Makeup Collection | 다또아,548602,7400,149,1032,2016.7.6,"['화장대', '공개']"
64,[ENG] 금발로 변신 다또아 붙임머리 정보 - Blonde Hair Extensions | 또아VLOG,258677,3000,130,845,2016.7.5,"['금발', '정보', '변신']"
65,[ENG] 다또아 화장대 리뉴얼 비포&애프터 공개 | 다또아,426542,4300,125,598,2016.7.1,"['화장대', '공개', '애프터']"
66,[ENG] 지속력 짱 페스티벌 메이크업 - Festival Makeup | 다또아,408649,5100,240,986,2016.6.29,"['페스티벌', '지속력', '메이크업']"
67,[ENG]주름을 펴준다고 리프팅 스틱 리뷰 - Lifting Stick Review | 또아리뷰,318698,2600,172,,2016.6.25,"['또아리', '스틱', '주름', '리뷰', '리프팅']"
